whrswk,hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region
40.0,yes,no,yes,9-11years,white,no,12.5,1.0,0.0,0.0,northcentral
0.0,yes,no,yes,16years,white,no,6.0,1.0,0.0,33.0,other
40.0,no,yes,yes,12years,white,no,13.0,0.0,0.0,15.0,south
20.0,no,no,no,16years,black,no,21.0,1.0,1.0,12.0,south
60.0,no,yes,no,13-15years,black,no,21.0,0.0,1.0,6.0,south
40.0,yes,yes,yes,16years,white,no,37.0,0.0,0.0,0.0,west
40.0,no,no,no,12years,black,no,17.0,1.0,3.0,36.0,south
40.0,no,yes,yes,13-15years,black,no,24.0,0.0,2.0,60.0,northcentral
0.0,yes,no,yes,12years,white,no,31.0,0.0,0.0,54.0,northcentral
40.0,yes,no,yes,>16years,white,no,32.0,0.0,0.0,58.165,south
28.0,yes,no,yes,12years,white,no,13.0,2.0,0.0,14.0,other
0.0,yes,no,yes,13-15years,white,no,17.0,1.0,1.0,48.0,northcentral
37.0,yes,no,yes,12years,white,no,17.0,0.0,2.0,0.0,other
0.0,yes,no,yes,12years,white,no,35.0,,,50.0,south
40.0,yes,yes,yes,13-15years,white,yes,30.0,0.0,1.0,11.906,south
40.0,no,no,no,<9years,white,no,31.0,,,0.0,south
35.0,yes,yes,yes,12years,white,no,32.0,0.0,0.0,13.422,other
30.0,yes,no,yes,>16years,white,no,20.0,0.0,2.0,20.0,northcentral
45.0,no,yes,no,13-15years,white,no,41.0,0.0,0.0,0.0,south
0.0,yes,no,yes,13-15years,white,no,31.0,0.0,0.0,28.5,northcentral
0.0,yes,no,yes,13-15years,,no,28.0,0.0,2.0,38.7,west
0.0,yes,no,yes,13-15years,,no,39.0,0.0,1.0,19.0,south
0.0,no,no,no,13-15years,white,no,38.0,0.0,0.0,0.0,northcentral
40.0,no,yes,yes,13-15years,white,no,33.0,0.0,0.0,38.0,west
40.0,no,yes,no,12years,white,no,17.0,,,12.0,west
40.0,no,yes,yes,12years,white,no,31.0,0.0,0.0,42.0,other
35.0,yes,no,yes,13-15years,white,yes,39.0,0.0,0.0,20.0,south
45.0,no,yes,yes,12years,white,no,14.0,0.0,0.0,22.0,northcentral
0.0,no,no,no,12years,white,no,21.0,0.0,0.0,0.0,northcentral
0.0,yes,no,yes,13-15years,white,no,24.0,0.0,1.0,52.0,other
40.0,yes,yes,yes,13-15years,white,no,29.0,0.0,0.0,17.0,northcentral
40.0,yes,no,yes,13-15years,white,no,19.0,0.0,1.0,25.0,south
0.0,no,no,no,13-15years,black,no,27.0,0.0,1.0,28.0,south
50.0,no,yes,no,>16years,white,no,26.0,0.0,1.0,99.999,west
44.0,no,no,no,12years,,no,21.0,0.0,1.0,50.0,northcentral
0.0,no,no,no,13-15years,white,no,25.0,1.0,2.0,0.0,west
0.0,no,no,no,<9years,white,yes,24.0,1.0,1.0,0.0,west
40.0,yes,yes,yes,13-15years,white,no,6.0,,,60.0,south
14.0,yes,no,yes,>16years,,no,11.0,1.0,2.0,62.0,other
40.0,yes,no,yes,12years,white,no,29.0,0.0,0.0,35.0,south
40.0,yes,no,yes,13-15years,white,no,17.0,0.0,1.0,37.0,south
40.0,no,yes,no,12years,white,no,29.0,0.0,1.0,27.0,south
40.0,no,yes,yes,12years,white,no,16.0,0.0,2.0,25.0,south
0.0,yes,no,yes,12years,white,no,30.0,0.0,1.0,38.0,west
40.0,no,no,yes,16years,black,no,6.0,1.0,0.0,44.0,south
20.0,yes,no,yes,12years,white,no,44.0,0.0,0.0,26.0,other
40.0,no,yes,no,16years,white,yes,17.0,0.0,1.0,13.08,south
40.0,yes,no,yes,>16years,white,no,32.0,,,0.0,other
40.0,yes,no,yes,13-15years,white,no,15.0,0.0,2.0,24.0,south
40.0,no,yes,no,12years,white,no,25.0,0.0,1.0,0.0,south
40.0,no,yes,yes,12years,,no,23.0,0.0,2.0,27.0,northcentral
35.0,yes,yes,yes,13-15years,white,no,14.0,0.0,2.0,60.0,south
12.0,no,no,no,13-15years,white,no,15.0,0.0,0.0,99.999,south
40.0,no,yes,no,>16years,,no,24.0,,,45.0,other
0.0,yes,no,yes,12years,white,no,47.0,0.0,0.0,0.0,other
35.0,yes,no,yes,13-15years,white,no,18.0,0.0,5.0,25.0,northcentral
40.0,no,yes,yes,13-15years,white,no,8.0,0.0,0.0,30.0,northcentral
35.0,no,yes,yes,12years,black,no,27.0,0.0,2.0,40.0,northcentral
40.0,no,yes,yes,16years,white,no,10.0,1.0,0.0,26.0,south
20.0,no,no,no,9-11years,white,no,46.5,0.0,0.0,19.0,other
35.0,yes,no,yes,13-15years,white,no,6.0,0.0,0.0,31.0,northcentral
40.0,yes,yes,yes,12years,white,no,17.0,1.0,1.0,18.0,west
0.0,yes,no,yes,16years,white,no,19.0,0.0,1.0,40.0,west
0.0,yes,no,yes,9-11years,white,no,39.5,0.0,0.0,42.0,other
0.0,no,yes,no,12years,white,no,46.0,0.0,0.0,0.0,northcentral
45.0,yes,no,yes,>16years,white,no,8.0,0.0,0.0,0.0,south
0.0,no,no,no,12years,white,no,34.0,0.0,0.0,0.0,northcentral
40.0,yes,no,yes,9-11years,white,no,31.5,0.0,1.0,31.222,northcentral
38.0,no,yes,no,12years,white,yes,15.0,0.0,2.0,21.0,other
40.0,no,no,no,12years,white,no,5.0,0.0,0.0,15.0,west
35.0,yes,no,yes,12years,white,no,27.0,0.0,2.0,47.0,other
0.0,no,no,no,12years,white,no,45.0,0.0,0.0,0.0,south
50.0,yes,yes,yes,>16years,white,no,28.0,0.0,0.0,42.0,south
0.0,no,no,yes,12years,white,no,12.0,2.0,0.0,18.0,south
0.0,yes,no,yes,16years,black,no,31.0,0.0,0.0,29.0,south
37.0,no,yes,yes,16years,white,no,7.0,2.0,0.0,35.0,other
0.0,no,no,no,12years,white,no,19.0,0.0,1.0,25.0,northcentral
45.0,no,yes,no,12years,white,no,28.0,,,2.2,south
40.0,no,yes,yes,>16years,white,no,26.0,0.0,1.0,55.45,northcentral
16.0,no,no,no,9-11years,,no,20.5,0.0,4.0,0.0,northcentral
40.0,yes,no,yes,<9years,white,no,24.0,0.0,2.0,36.64,northcentral
48.0,no,no,no,9-11years,white,no,15.5,3.0,0.0,0.0,northcentral
25.0,yes,no,yes,16years,white,no,19.0,0.0,2.0,99.999,other
0.0,yes,no,yes,9-11years,white,no,38.5,0.0,0.0,0.0,northcentral
0.0,no,no,yes,13-15years,white,no,14.0,0.0,0.0,16.0,west
40.0,no,yes,yes,16years,,no,10.0,1.0,0.0,19.82,west
40.0,yes,yes,yes,12years,white,no,22.0,,,36.0,west
0.0,no,no,no,<9years,white,yes,17.0,1.0,2.0,20.5,west
35.0,no,no,no,12years,white,no,14.0,0.0,2.0,0.0,south
0.0,yes,no,yes,13-15years,white,no,19.0,0.0,2.0,51.0,south
40.0,no,yes,yes,16years,white,no,13.0,0.0,0.0,60.0,west
55.0,yes,yes,yes,>16years,white,no,16.0,1.0,0.0,33.0,other
0.0,yes,no,yes,16years,white,no,23.0,0.0,0.0,99.999,south
10.0,yes,no,yes,13-15years,white,no,21.0,0.0,3.0,43.304,northcentral
0.0,yes,no,yes,16years,white,no,22.0,0.0,1.0,89.0,south
40.0,no,no,yes,9-11years,other,no,35.5,0.0,0.0,21.133,northcentral
46.0,no,yes,no,12years,white,no,25.0,0.0,1.0,0.4,northcentral
70.0,no,yes,no,16years,,no,30.0,,,0.0,northcentral
40.0,yes,yes,yes,13-15years,white,no,22.0,1.0,0.0,36.0,west
40.0,no,yes,no,16years,white,no,10.0,2.0,0.0,34.0,west
0.0,yes,no,yes,12years,white,no,20.0,1.0,4.0,48.0,west
40.0,no,no,no,12years,white,no,23.0,0.0,0.0,25.0,northcentral
0.0,yes,no,yes,12years,white,no,6.0,3.0,1.0,39.5,northcentral
40.0,no,yes,no,12years,white,yes,34.0,,,20.0,west
40.0,yes,no,yes,12years,white,no,24.0,0.0,2.0,70.0,other
35.0,no,yes,no,16years,white,no,33.0,0.0,0.0,5.1,west
18.0,yes,no,yes,16years,white,no,13.0,,,26.215,other
40.0,yes,no,yes,13-15years,white,no,22.0,0.0,2.0,42.0,south
40.0,no,yes,yes,12years,white,no,16.0,0.0,0.0,26.0,south
40.0,no,yes,yes,12years,white,no,19.0,0.0,1.0,23.0,northcentral
40.0,no,yes,no,13-15years,white,no,24.0,0.0,1.0,0.0,west
10.0,yes,no,yes,12years,white,no,46.0,0.0,0.0,29.25,west
0.0,yes,no,yes,12years,white,no,39.0,0.0,0.0,25.0,northcentral
40.0,no,yes,yes,12years,white,no,28.0,0.0,0.0,24.173,northcentral
44.0,yes,no,yes,12years,white,no,20.0,,,22.0,south
40.0,no,yes,no,13-15years,black,no,13.0,1.0,0.0,0.0,other
30.0,no,no,no,13-15years,white,no,26.0,0.0,0.0,0.0,other
40.0,no,no,no,13-15years,white,no,9.0,1.0,0.0,0.0,west
40.0,yes,yes,yes,12years,white,no,30.0,0.0,0.0,75.0,other
40.0,no,yes,yes,13-15years,white,no,25.0,0.0,0.0,10.9,south
40.0,no,yes,no,12years,white,no,18.0,0.0,0.0,6.5,northcentral
20.0,no,no,no,13-15years,white,no,24.0,0.0,3.0,20.9,west
10.0,yes,no,yes,12years,white,no,26.0,1.0,0.0,38.5,northcentral
0.0,no,no,no,9-11years,white,no,37.5,0.0,1.0,0.0,south
16.0,yes,no,yes,12years,white,no,37.0,0.0,0.0,56.0,west
40.0,no,yes,no,12years,white,no,13.0,1.0,2.0,0.0,other
40.0,yes,no,yes,13-15years,white,no,13.0,0.0,2.0,48.0,west
38.0,no,yes,yes,9-11years,white,no,6.5,1.0,0.0,12.4,northcentral
0.0,yes,no,yes,12years,white,no,1.0,1.0,0.0,17.0,west
40.0,yes,yes,yes,13-15years,,no,30.0,0.0,0.0,39.08,northcentral
38.0,yes,yes,yes,13-15years,white,no,35.0,0.0,0.0,18.9,other
40.0,no,yes,yes,12years,,no,9.0,0.0,0.0,30.7,northcentral
12.0,yes,no,yes,16years,black,no,16.0,0.0,4.0,34.0,northcentral
0.0,no,no,no,13-15years,white,no,17.0,1.0,1.0,0.0,west
0.0,no,no,no,9-11years,black,no,31.5,0.0,1.0,1.0,other
40.0,no,yes,yes,13-15years,white,no,37.0,0.0,0.0,5.5,west
40.0,yes,no,yes,13-15years,white,no,7.0,1.0,0.0,29.8,other
40.0,no,yes,no,12years,white,no,31.0,0.0,0.0,8.0,west
30.0,no,yes,no,16years,white,no,17.0,,,35.0,other
40.0,yes,yes,yes,16years,white,no,27.0,0.0,0.0,44.0,northcentral
10.0,no,no,no,9-11years,,no,48.5,0.0,0.0,0.0,northcentral
36.0,no,yes,no,16years,white,no,18.0,0.0,2.0,0.0,west
40.0,yes,yes,yes,12years,white,no,25.0,0.0,0.0,30.0,other
40.0,no,no,no,12years,white,no,28.0,0.0,0.0,0.0,south
32.0,no,no,no,12years,black,no,23.0,0.0,1.0,20.565,west
0.0,yes,no,yes,12years,,no,31.0,0.0,2.0,56.3,other
46.0,no,yes,yes,12years,white,no,35.0,0.0,0.0,20.0,south
40.0,yes,yes,yes,13-15years,white,no,9.0,,,41.0,south
25.0,yes,no,yes,12years,white,no,32.0,0.0,1.0,60.0,other
40.0,yes,no,yes,12years,white,no,27.0,0.0,0.0,21.0,west
40.0,no,no,no,13-15years,white,yes,19.0,0.0,0.0,13.5,south
0.0,yes,no,yes,<9years,white,no,49.0,,,0.0,south
20.0,no,no,yes,16years,white,no,21.0,,,19.23,west
0.0,yes,no,yes,13-15years,white,no,10.0,,,18.2,northcentral
30.0,yes,no,yes,13-15years,,no,38.0,,,12.5,northcentral
40.0,no,no,no,12years,black,no,26.0,0.0,2.0,0.0,south
40.0,yes,yes,yes,13-15years,,no,34.0,0.0,0.0,20.0,south
40.0,no,yes,no,12years,white,no,39.0,0.0,0.0,0.0,northcentral
40.0,no,yes,no,12years,white,no,4.0,1.0,0.0,6.0,other
40.0,yes,no,yes,13-15years,white,no,41.0,0.0,0.0,50.0,northcentral
15.0,no,no,yes,9-11years,white,no,37.5,0.0,0.0,48.5,northcentral
0.0,yes,no,yes,12years,white,no,29.0,,,79.6,northcentral
40.0,yes,yes,yes,13-15years,white,no,16.0,1.0,0.0,45.0,west
0.0,no,no,no,<9years,white,yes,47.0,0.0,0.0,20.723,west
0.0,yes,no,yes,9-11years,,no,30.5,0.0,0.0,65.0,other
40.0,yes,no,yes,16years,white,no,9.0,1.0,0.0,27.905,west
40.0,no,yes,no,12years,white,no,45.0,0.0,0.0,0.0,south
40.0,no,no,no,13-15years,white,no,17.0,,,0.0,other
35.0,yes,yes,yes,12years,white,no,10.0,0.0,0.0,16.8,other
80.0,yes,yes,yes,12years,white,no,6.0,0.0,0.0,15.0,northcentral
0.0,no,no,no,13-15years,white,no,20.0,1.0,0.0,28.0,south
40.0,yes,no,yes,12years,white,no,21.0,0.0,1.0,58.0,south
38.0,yes,yes,yes,12years,white,no,27.0,,,18.0,other
40.0,no,no,no,16years,white,no,26.0,0.0,0.0,69.0,south
40.0,yes,no,yes,9-11years,white,no,13.5,1.0,2.0,26.3,south
0.0,yes,no,yes,12years,,yes,44.0,0.0,0.0,26.5,west
40.0,yes,no,yes,>16years,white,no,22.0,0.0,0.0,44.0,northcentral
0.0,no,no,no,12years,white,no,20.0,1.0,1.0,21.0,west
24.0,yes,no,yes,16years,white,no,7.0,2.0,0.0,37.0,northcentral
45.0,no,yes,yes,13-15years,,no,22.0,0.0,3.0,0.0,northcentral
20.0,yes,no,yes,12years,white,no,34.0,0.0,0.0,13.0,other
40.0,yes,no,yes,16years,white,no,13.0,,,38.0,northcentral
0.0,yes,no,yes,12years,white,no,20.0,2.0,0.0,37.5,south
40.0,yes,no,yes,12years,white,no,35.0,0.0,0.0,28.0,northcentral
40.0,no,yes,no,12years,white,no,39.0,0.0,0.0,0.0,other
18.0,yes,no,yes,13-15years,white,no,11.0,1.0,1.0,15.0,south
25.0,no,no,no,12years,white,yes,13.0,0.0,0.0,17.0,west
45.0,yes,yes,yes,13-15years,white,no,15.0,0.0,2.0,39.633,south
35.0,yes,no,yes,13-15years,black,no,23.0,1.0,0.0,20.0,west
0.0,yes,no,yes,12years,white,no,10.0,2.0,1.0,22.0,south
0.0,yes,no,yes,12years,white,no,42.0,0.0,0.0,0.0,other
40.0,no,yes,no,16years,white,no,16.0,0.0,4.0,59.0,west
40.0,no,yes,yes,12years,white,no,42.0,,,55.0,south
40.0,no,yes,no,12years,,no,12.0,0.0,0.0,0.0,other
40.0,yes,yes,yes,16years,black,no,8.0,0.0,0.0,82.0,west
40.0,no,yes,yes,13-15years,white,no,21.0,0.0,3.0,48.0,west
0.0,no,no,no,13-15years,white,no,7.0,1.0,2.0,24.0,northcentral
40.0,yes,no,yes,12years,black,no,24.0,1.0,2.0,19.0,west
35.0,no,no,no,12years,white,yes,18.0,0.0,1.0,18.0,other
40.0,no,yes,no,12years,white,no,46.0,0.0,0.0,0.0,west
0.0,no,no,no,13-15years,white,no,17.0,0.0,3.0,12.3,south
40.0,no,yes,yes,12years,white,no,33.0,0.0,0.0,75.0,south
50.0,yes,yes,yes,16years,white,no,17.0,2.0,1.0,35.0,northcentral
35.0,no,yes,no,16years,,no,28.0,0.0,1.0,31.0,other
0.0,no,no,no,12years,white,no,29.0,0.0,0.0,0.0,west
40.0,yes,no,yes,13-15years,white,no,16.0,1.0,3.0,32.0,northcentral
48.0,yes,no,yes,13-15years,white,no,11.0,0.0,2.0,0.0,other
40.0,no,yes,no,16years,white,no,25.0,0.0,0.0,0.0,south
0.0,no,no,no,<9years,white,yes,11.0,2.0,0.0,8.7,south
0.0,no,yes,yes,13-15years,white,no,44.0,0.0,0.0,24.7,other
40.0,yes,no,yes,13-15years,white,yes,5.0,,,22.0,other
40.0,yes,yes,yes,13-15years,white,no,34.0,,,31.2,northcentral
42.0,yes,no,yes,12years,,no,21.0,0.0,0.0,23.0,south
35.0,yes,yes,yes,12years,white,yes,23.0,0.0,0.0,36.4,other
0.0,yes,no,yes,12years,white,no,43.0,0.0,0.0,18.0,northcentral
0.0,no,no,no,<9years,white,yes,15.0,1.0,0.0,10.4,west
37.0,yes,no,yes,>16years,white,no,19.0,1.0,1.0,36.0,northcentral
15.0,yes,no,yes,12years,white,no,20.0,0.0,1.0,94.0,northcentral
9.0,yes,no,yes,12years,white,no,4.0,1.0,0.0,4.8,other
25.0,yes,no,yes,12years,white,no,10.0,,,50.498,west
40.0,yes,yes,yes,13-15years,white,no,27.0,0.0,1.0,54.0,other
40.0,yes,no,yes,13-15years,white,no,18.0,1.0,2.0,52.548,west
55.0,no,yes,yes,16years,white,no,12.0,1.0,0.0,99.999,northcentral
20.0,yes,no,yes,13-15years,,no,16.0,0.0,3.0,31.0,other
0.0,yes,no,yes,16years,white,no,20.0,1.0,3.0,0.0,other
30.0,no,yes,no,13-15years,white,no,24.0,0.0,2.0,0.0,other
52.0,no,no,no,16years,white,no,29.0,0.0,0.0,0.0,northcentral
40.0,yes,yes,yes,12years,white,no,10.0,0.0,0.0,38.0,northcentral
0.0,yes,no,yes,<9years,white,yes,47.0,,,8.0,west
38.0,no,yes,no,13-15years,,no,9.0,0.0,0.0,0.0,other
40.0,no,yes,yes,12years,white,no,14.0,0.0,0.0,0.0,west
25.0,yes,no,yes,12years,white,no,34.0,0.0,0.0,32.0,northcentral
0.0,yes,no,yes,>16years,white,no,34.0,0.0,0.0,0.0,other
0.0,yes,no,yes,12years,white,no,28.0,0.0,2.0,17.5,south
40.0,yes,no,yes,12years,white,no,10.0,,,42.0,south
0.0,yes,no,yes,13-15years,white,no,3.0,1.0,0.0,33.0,south
20.0,yes,no,yes,12years,white,no,16.0,0.0,2.0,52.0,south
40.0,no,yes,no,12years,white,no,16.0,0.0,0.0,31.0,northcentral
0.0,yes,no,yes,12years,white,no,21.0,1.0,3.0,44.0,south
0.0,yes,no,yes,12years,white,no,46.0,0.0,0.0,0.0,south
30.0,no,no,yes,13-15years,black,no,23.0,,,13.0,west
45.0,no,yes,no,13-15years,white,no,19.0,0.0,0.0,13.0,other
0.0,yes,no,yes,12years,,no,32.0,0.0,0.0,37.5,other
20.0,yes,no,yes,13-15years,white,no,22.0,,,44.0,other
0.0,yes,no,yes,12years,white,no,19.0,0.0,1.0,41.0,south
50.0,no,yes,yes,>16years,white,no,18.0,0.0,0.0,20.0,west
0.0,no,yes,no,16years,white,no,7.0,,,29.0,northcentral
40.0,yes,yes,yes,13-15years,black,no,27.0,,,9.0,northcentral
0.0,no,no,no,12years,white,no,25.0,0.0,0.0,0.0,west
30.0,no,no,no,9-11years,white,yes,22.5,0.0,1.0,19.0,west
0.0,no,no,no,12years,,no,45.0,,,0.0,northcentral
50.0,yes,yes,yes,16years,white,no,10.0,0.0,0.0,99.999,south
40.0,yes,no,yes,12years,white,no,9.0,1.0,1.0,25.0,northcentral
0.0,yes,no,yes,16years,white,no,23.0,0.0,1.0,65.0,northcentral
0.0,no,no,no,<9years,white,yes,33.0,1.0,0.0,13.44,northcentral
40.0,yes,no,yes,12years,white,no,23.0,0.0,0.0,54.0,other
40.0,no,no,no,13-15years,white,no,7.0,1.0,0.0,30.0,west
40.0,no,no,no,12years,black,no,11.0,2.0,1.0,18.0,south
40.0,yes,no,yes,16years,white,no,25.0,0.0,0.0,85.0,northcentral
40.0,yes,yes,yes,12years,,no,11.0,1.0,0.0,65.0,other
40.0,yes,no,yes,13-15years,white,no,19.0,0.0,3.0,75.0,northcentral
40.0,no,no,no,>16years,white,no,21.0,,,0.0,south
40.0,no,no,no,13-15years,white,no,6.0,,,15.0,west
0.0,yes,no,yes,12years,white,no,18.0,0.0,2.0,38.0,west
40.0,yes,no,yes,12years,white,no,14.0,1.0,0.0,52.0,other
20.0,no,no,no,12years,white,no,16.0,1.0,1.0,22.0,other
40.0,yes,no,yes,12years,,no,41.0,0.0,0.0,18.144,south
40.0,yes,no,yes,12years,white,no,9.0,2.0,0.0,28.0,west
0.0,yes,no,yes,12years,white,no,19.0,2.0,4.0,90.0,northcentral
20.0,yes,no,yes,12years,white,no,22.0,0.0,2.0,99.999,other
40.0,no,yes,no,9-11years,white,no,27.5,0.0,0.0,4.1,south
40.0,no,no,no,12years,white,no,41.0,0.0,0.0,52.0,other
40.0,no,no,no,13-15years,black,no,21.0,0.0,0.0,7.0,south
40.0,yes,no,yes,13-15years,white,no,29.0,0.0,1.0,28.0,south
40.0,no,yes,no,>16years,white,no,28.0,0.0,0.0,0.0,west
30.0,yes,no,yes,12years,white,no,8.0,1.0,0.0,25.0,other
35.0,yes,yes,yes,12years,white,no,22.0,0.0,2.0,40.0,other
40.0,no,yes,no,12years,,no,23.0,0.0,2.0,39.2,other
0.0,no,no,no,<9years,white,no,40.0,0.0,3.0,0.0,west
40.0,no,yes,no,9-11years,white,yes,10.5,0.0,1.0,7.08,northcentral
70.0,no,yes,yes,>16years,white,no,20.0,,,24.0,other
0.0,yes,no,yes,9-11years,white,no,20.5,0.0,1.0,47.0,south
15.0,no,no,no,13-15years,white,no,3.0,2.0,1.0,17.0,west
0.0,yes,no,yes,12years,white,no,23.0,0.0,0.0,39.0,northcentral
0.0,no,no,no,12years,white,no,43.0,0.0,0.0,0.0,other
30.0,no,no,no,16years,black,no,21.0,0.0,0.0,43.0,other
20.0,no,no,no,12years,white,no,21.0,2.0,2.0,0.0,other
0.0,no,no,no,9-11years,black,no,16.5,1.0,3.0,7.68,other
30.0,no,yes,yes,12years,black,no,31.0,0.0,1.0,17.0,south
50.0,no,no,no,>16years,white,no,12.0,1.0,0.0,9.904,other
0.0,yes,no,yes,13-15years,white,no,31.0,0.0,0.0,60.0,west
30.0,no,yes,no,12years,white,no,41.0,0.0,0.0,0.0,other
15.0,yes,no,yes,12years,white,no,23.0,,,0.0,northcentral
40.0,no,yes,no,12years,black,no,39.0,0.0,0.0,0.0,other
0.0,yes,no,yes,>16years,white,no,22.0,1.0,2.0,45.0,south
40.0,no,yes,yes,13-15years,white,no,12.0,1.0,0.0,37.0,west
0.0,yes,no,yes,12years,white,no,36.0,0.0,0.0,35.0,other
45.0,yes,no,yes,13-15years,,no,19.0,0.0,2.0,0.0,other
40.0,no,no,no,12years,other,no,38.0,0.0,0.0,0.0,northcentral
40.0,no,yes,no,16years,white,no,23.0,0.0,2.0,0.8,northcentral
20.0,yes,no,yes,12years,white,no,5.0,1.0,0.0,37.0,west
25.0,yes,no,yes,12years,white,no,20.0,0.0,2.0,18.0,northcentral
40.0,no,no,no,12years,white,no,29.0,0.0,0.0,12.794,northcentral
40.0,no,yes,no,<9years,white,no,39.0,0.0,0.0,0.0,other
20.0,yes,no,yes,12years,white,yes,23.0,0.0,0.0,34.0,south
40.0,no,no,no,12years,other,no,15.0,0.0,3.0,8.25,northcentral
40.0,yes,no,yes,<9years,white,no,22.0,1.0,0.0,17.0,south
40.0,yes,no,yes,13-15years,white,no,26.0,0.0,0.0,23.0,northcentral
40.0,yes,no,yes,12years,white,no,25.0,0.0,0.0,85.0,west
43.0,no,no,yes,12years,white,no,26.0,,,11.5,south
40.0,yes,no,yes,12years,white,no,23.0,1.0,1.0,44.8,other
21.0,no,no,no,13-15years,black,no,27.0,0.0,0.0,0.0,south
40.0,yes,no,yes,13-15years,black,no,16.0,0.0,3.0,28.0,northcentral
10.0,no,no,yes,12years,white,no,41.0,0.0,0.0,38.0,northcentral
0.0,no,no,no,<9years,white,yes,25.0,0.0,4.0,0.0,south
0.0,no,no,yes,12years,white,no,32.0,0.0,0.0,26.5,west
0.0,no,no,no,9-11years,white,yes,18.5,2.0,0.0,0.0,other
40.0,no,no,no,13-15years,white,no,16.0,0.0,0.0,38.0,south
40.0,no,yes,yes,12years,white,no,32.0,0.0,0.0,41.0,other
28.0,yes,no,yes,13-15years,white,no,9.0,2.0,0.0,27.325,northcentral
40.0,yes,no,yes,12years,white,no,29.0,0.0,0.0,41.0,northcentral
20.0,yes,no,yes,13-15years,white,no,11.0,0.0,1.0,35.398,west
10.0,yes,no,yes,12years,white,no,38.0,0.0,0.0,40.0,west
40.0,no,yes,no,12years,,no,14.0,1.0,1.0,6.81,south
38.0,no,yes,no,12years,,no,21.0,,,15.0,other
45.0,yes,no,yes,16years,black,no,15.0,0.0,0.0,40.0,south
40.0,no,no,yes,16years,white,no,11.0,1.0,0.0,25.0,south
40.0,yes,yes,yes,12years,white,no,25.0,0.0,0.0,37.5,northcentral
40.0,yes,yes,yes,16years,,no,8.0,0.0,0.0,48.0,other
30.0,no,yes,no,12years,white,no,39.0,0.0,0.0,0.0,south
20.0,no,no,no,16years,white,no,18.0,2.0,0.0,0.0,south
50.0,no,yes,no,12years,white,no,26.0,0.0,3.0,62.0,northcentral
0.0,yes,no,yes,12years,white,no,44.0,0.0,0.0,0.0,other
0.0,yes,no,yes,13-15years,white,no,19.0,2.0,4.0,55.785,south
40.0,yes,yes,yes,9-11years,white,no,21.5,0.0,1.0,32.0,west
40.0,yes,no,yes,13-15years,white,no,16.0,,,25.0,other
35.0,yes,no,yes,9-11years,white,no,33.5,0.0,0.0,21.5,south
55.0,yes,yes,yes,>16years,,no,22.0,0.0,2.0,65.0,other
40.0,no,yes,yes,12years,white,no,39.0,0.0,0.0,50.0,south
35.0,yes,no,yes,12years,white,no,28.0,0.0,0.0,30.0,south
0.0,no,yes,no,12years,white,no,18.0,,,24.0,south
30.0,yes,no,yes,16years,white,no,7.0,2.0,0.0,33.308,south
84.0,no,no,no,9-11years,white,no,12.5,0.0,0.0,0.0,south
35.0,yes,no,yes,12years,white,no,29.0,0.0,0.0,23.5,south
50.0,yes,yes,yes,>16years,white,no,22.0,,,31.0,northcentral
42.0,yes,no,yes,13-15years,white,no,23.0,0.0,0.0,68.0,west
15.0,yes,no,yes,13-15years,white,no,40.0,0.0,0.0,37.5,northcentral
0.0,yes,no,yes,12years,white,no,46.0,0.0,0.0,25.0,west
40.0,yes,yes,yes,13-15years,,no,33.0,0.0,0.0,22.0,northcentral
35.0,yes,no,yes,>16years,white,no,23.0,,,0.0,other
0.0,yes,no,yes,12years,white,no,12.0,0.0,0.0,16.502,northcentral
0.0,no,no,yes,12years,white,no,8.0,,,15.0,south
40.0,no,yes,yes,16years,white,no,21.0,,,17.184,south
39.0,yes,no,yes,13-15years,white,no,8.0,2.0,0.0,22.464,northcentral
35.0,no,yes,no,12years,white,no,33.0,0.0,0.0,1.3,northcentral
30.0,yes,no,yes,16years,white,no,18.0,0.0,1.0,50.0,other
40.0,no,no,no,13-15years,white,no,8.0,0.0,0.0,0.0,south
40.0,yes,no,yes,12years,white,no,32.0,0.0,0.0,25.0,other
40.0,no,yes,no,16years,white,no,33.0,0.0,0.0,0.0,other
45.0,no,yes,no,12years,white,no,20.0,0.0,0.0,46.0,other
32.0,yes,no,yes,>16years,white,no,22.0,0.0,2.0,45.806,other
32.0,yes,no,yes,9-11years,white,no,19.5,0.0,0.0,20.0,northcentral
45.0,no,yes,no,12years,white,no,20.0,0.0,0.0,4.598,west
0.0,yes,no,yes,16years,white,no,24.0,0.0,2.0,38.063,south
40.0,no,no,no,13-15years,white,no,15.0,0.0,3.0,27.0,west
25.0,yes,no,yes,12years,white,no,10.0,1.0,1.0,30.4,other
40.0,no,yes,no,12years,white,no,7.0,1.0,0.0,12.0,northcentral
0.0,yes,no,yes,13-15years,white,no,5.0,1.0,0.0,22.6,west
0.0,no,yes,no,12years,white,no,29.0,0.0,1.0,0.0,south
15.0,yes,no,yes,13-15years,white,no,16.0,1.0,1.0,32.0,south
38.0,no,yes,no,12years,black,no,24.0,0.0,2.0,0.0,south
0.0,no,no,yes,12years,,yes,16.0,0.0,0.0,31.9,west
0.0,no,no,no,13-15years,white,no,28.0,0.0,0.0,0.0,west
40.0,yes,no,yes,12years,black,no,20.0,1.0,1.0,17.9,south
